age_without_unit,value
314.47,22.67
314.62,22.58
314.74,22.47
314.82,22.51
314.98,22.37
314.98,22.65
315.05,22.97
315.13,22.66
315.15,22.45
315.17,22.83
315.17,22.9
315.29,22.56
315.3,21.8
315.32,22.16
315.32,22.61
315.38,22.82
315.41,22.37
315.45,23.18
315.51,22.91
315.51,21.45
315.68,21.87
315.72,22.22
315.75,22.68
315.96,23.02
315.96,22.67
316.08,22.83
316.08,23.01
316.09,22.9
316.19,23.33
316.22,23
316.22,23.05
316.27,22.8
316.36,22.8
316.38,22.59
316.39,22
316.47,22.69
316.64,22.37
316.73,22.32
316.89,22.48
317,22.84
317.06,22.73
317.2,22.38
317.2,22.53
317.36,22.08
317.4,22.54
317.51,22.8
317.56,22.66
317.58,22.61
317.78,23.26
317.86,23.14
318.17,22.93
318.31,23.02
318.45,23.53
318.56,23.72
318.56,22.48
318.76,22.83
319.82,22.05
320.24,24.18
321.11,22.67
321.25,23.03
321.41,21.8
322.25,22.51
322.36,22.67
322.47,22.64
322.64,22.01
322.78,22.3
323.12,22.39
323.27,22.67
323.7,22.49
323.76,22.07
323.89,21.88
324.1,22.04
324.25,22.24
324.38,22.1
324.5,21.29
324.63,21.78
324.82,22.09
324.94,21.83
325.17,22.54
325.35,21.5
325.43,21.97
325.6,21.65
325.86,21.94
325.86,21.61
325.98,22.24
326.11,21.87
326.19,22.22
326.34,21.9
326.48,22.04
326.6,21.67
326.71,22.06
326.88,21.89
326.95,21.9
327.08,21.71
327.2,21.53
327.22,20.12
327.34,20.34
327.34,21.88
327.46,21.65
327.56,21.72
327.71,21.35
327.83,21.97
327.83,20.66
327.97,21.62
328.15,21.92
328.25,20.66
328.47,22.03
328.58,22.29
328.69,21.89
328.79,22.08
328.79,22.06
328.79,21.79
328.94,21.54
329.04,21.74
329.04,21.55
329.19,21.98
329.33,22.08
329.46,21.71
329.67,21.74
329.7,21.87
329.7,21.67
330.11,22.27
330.11,22.51
330.17,21.72
330.2,21.65
330.23,22.01
330.26,22.2
330.46,22.86
330.47,21.74
330.47,21.53
330.49,22.66
330.52,22.31
330.6,21.84
330.74,22.09
330.74,23.32
330.75,22.38
330.79,22.74
330.88,22.32
330.89,22.52
330.93,22.11
330.93,22.15
331.28,22.03
331.47,22.37
331.97,21.76
332,22.45
332.49,22.39
332.92,22.45
333.09,21.81
333.23,22.41
333.43,21.72
333.52,21.63
333.66,21.88
334.06,22.56
334.15,22.6
334.29,22.57
334.4,23.1
334.4,22.86
334.5,22.58
334.61,22.51
334.78,22.88
334.98,22.51
335.24,22.01
335.53,22.63
336.36,22.22
336.36,21.69
336.53,21.74
337.34,22.03
337.48,21.89
338.54,23.26
339.23,22.03
383.54,16.89
383.67,18.41
383.78,17.56
383.78,17.59
383.79,17.7
383.82,17.25
383.82,17.15
383.87,17.78
383.9,17.18
383.92,17.76
383.97,16.96
383.97,17.1
383.99,17.1
384.01,17
384.01,16.67
384.01,17.04
384.04,17.61
384.04,17.44
384.05,16.67
384.05,17.35
384.09,17.4
384.09,17.61
384.12,17.41
384.12,16.98
384.14,16.87
384.16,17.62
384.21,17.82
384.28,17.7
384.29,15.94
384.29,16.83
384.31,17.28
384.34,17.77
384.37,16.74
384.38,17.2
384.39,17.1
384.41,16.6
384.41,16.62
384.44,17.5
384.49,16.5
384.49,17.73
384.53,16.96
384.53,16.97
384.57,16.74
384.57,17.79
384.58,17.15
384.58,16.53
384.68,17
384.7,17.41
384.75,16.83
384.76,16.61
384.76,17.05
384.83,17.05
384.84,17.45
384.92,17.4
385,16.65
385,17.3
385,17.35
445.02,18.46
445.04,18.89
445.05,17.87
445.08,20.54
445.23,18.32
445.27,19.45
445.35,18.71
445.41,20.19
445.49,19.97
445.59,20.32
445.67,19.23
445.78,19.63
446,20.32
446.39,19.2
446.39,18.8
446.43,18.8
446.7,17.44
447,19.62
450.08,19.01
450.18,18.29
450.34,18.71
450.34,19.05
450.49,18.67
450.75,18.79
450.92,19.26
451,19.18
451.1,19.1
451.13,18.8
451.13,18.36
451.24,17.9
451.3,19.08
451.31,17.84
451.31,19.6
451.4,17.55
451.41,19.2
451.44,19.1
451.45,17.47
451.53,19.44
451.63,18.8
451.63,18.6
451.66,18.54
451.68,18.79
451.81,19.3
451.92,19.1
451.99,17.1
452.06,18.9
452.09,18.85
452.18,18.5
452.19,17.94
452.28,16.98
452.31,19.6
452.44,18.4
452.5,19.6
452.58,19.12
452.74,18.07
452.79,19.3
452.85,19.31
452.87,19.4
453,19.1
453,17.48
453,19.32
453,19.3
370.3,16.7
370.8,16.68
371.3,17.25
371.5,17.98
371.8,16.86
371.9,18.11
372.3,16.46
372.5,16.42
372.5,17.63
372.7,16.16
372.8,17.41
372.9,16.54
373,16.9
373,17.77
373.43,17.89
373.55,17.11
373.64,18.23
373.9,18.34
374.01,17.39
374.2,18.57
374.23,17.48
374.46,18.55
374.76,18.85
375.14,18.76
375.24,17.77
375.4,19.07
375.57,19
375.7,18.9
375.79,18.18
375.79,17.16
375.87,18.1
376,15.91
376,18.29
362.1,17.8
362.3,18.1
362.4,18.1
362.6,18.2
362.8,18.1
362.9,18.3
363,18.2
363,18.5
364.4,17.1
364.6,18.2
364.8,17.9
364.9,17.4
365.2,17.9
365.5,18
365.8,18
366.1,17.7
366.3,17.7
366.7,16.9
366.9,17.4
366.9,18.3
367.1,17.5
367.4,18.2
367.6,16.5
367.8,17.6
368.1,17.7
368.5,17.8
368.9,17.6
369.3,17.7
369.5,17.2
369.6,17
370,17.7
370.1,17.8
370.4,18.7
370.5,18.7
370.5,17.7
370.7,18.4
370.8,17.2
370.9,18.1
370.9,18.8
371,17.7
371.1,18.3
371.1,18.5
371.2,17.7
371.2,18.1
371.3,17.3
371.3,17.4
371.4,18.2
371.4,17.4
371.4,17.2
371.4,17.1
371.4,16.9
371.5,17.4
371.5,17.6
371.5,17.8
371.6,18.1
371.7,18.8
371.8,18
371.8,18.5
371.8,18.9
371.9,19
371.9,18.9
371.9,18.3
372,18.7
372.1,18.9
372.2,17.7
372.2,18.3
372.2,18.4
372.3,18.5
372.6,17.9
372.9,18.5
372.9,17.4
373,18.3
373.1,17.4
373.2,17.5
373.2,17.6
373.3,17.3
373.3,17.5
373.3,17.6
373.3,17.7
373.3,18.1
373.4,17.5
373.4,17.6
373.4,17.7
373.4,17.9
373.4,18
373.4,18.1
373.5,17.5
373.5,17.6
373.6,17.5
373.6,17.6
373.7,19
373.7,17.6
373.8,18.4
373.9,18.2
373.9,18.5
374,18.2
374,18.5
374,18.6
374.1,17
374.1,16.9
374.2,17.8
374.2,18.1
374.2,18.2
374.3,18.3
374.3,18.7
374.3,18.9
374.4,17.7
374.4,18.4
374.5,18
374.5,18.2
374.5,18.4
374.6,17.9
374.6,18.1
374.6,18.2
374.7,17.8
374.8,18.1
374.8,18.2
374.9,18
375,18.9
375.2,17.8
375.2,18.9
375.3,18.8
375.4,17.6
375.4,18.7
375.5,18.4
376.1,18.8
378.8,19
378.9,19.2
378.9,20.2
379.1,20.1
380.9,19
381.8,18.6
381.9,19.4
382.2,19.6
382.5,19.3
382.7,19
383.3,19.9
383.4,18.5
383.4,18.6
383.4,18.8
383.5,18.2
383.5,18.4
383.6,17.7
383.6,17.9
383.6,19.2
384.4,19.4
386.1,19.4
386.3,19.6
386.4,19.5
386.7,18.9
387,18.8
387,19.4
387.1,20.5
387.2,19.5
387.2,19.7
387.3,19.5
387.3,19.7
387.3,19.8
387.3,19.9
387.7,19.6
388.5,19.5
389.6,19.5
389.7,19.2
390.7,18.7
391,19.3
391.1,19.8
391.1,20.4
391.4,19.2
251.67,18.7
251.7,19.3
251.74,21.6
251.76,19
251.81,18.8
251.84,19.3
251.84,19.4
251.87,19
251.88,19.4
251.88,20.4
251.88,19.5
251.88,20
251.89,18.9
251.89,21
251.9,19.5
251.9,20.4
251.91,20
251.92,21.4
251.97,20.9
251.97,21.3
251.98,21.3
251.98,20.6
251.98,21.6
251.99,21
251.99,21.2
251.99,21.1
252,21.4
252,21.4
252.01,21.6
252.01,21
252.02,21.2
252.02,21.2
252.03,21
252.03,20.7
252.03,21
252.04,20.7
252.04,21.6
252.04,21.2
252.04,21.2
252.05,21.3
252.05,21.5
252.06,22
252.06,22
252.06,21.9
252.07,22.3
252.07,22.3
252.07,21.3
252.08,21.8
252.09,21.6
252.09,21.3
252.14,20.8
446.6,18.2
446.6,18.8
446.6,18.9
446.6,19
446.6,19.1
446.7,18.3
447,17.9
447,18.5
447,18.7
447,19.6
447,19.2
447.3,19.1
447.5,18
447.5,17.5
447.5,19.2
447.5,19.6
447.6,18.8
447.7,19.3
447.9,18.6
447.9,18.8
447.9,19.5
447.9,19.6
448,19.2
448,18.5
448,19.1
448.1,18.6
448.1,19.3
448.1,19.4
448.2,18.1
448.2,18.2
448.2,18.5
448.2,18
448.3,18.7
448.4,18.3
448.4,18.9
448.4,19
448.4,19.1
448.5,17.6
448.5,17.7
448.5,18.3
448.5,18.6
448.5,20
448.5,19.8
448.5,19.2
448.8,19.3
449.1,17.7
449.2,18.1
449.2,18.6
449.9,18.6
449.9,19.4
449.9,19.9
451,18
451,18.5
451.1,18.4
451.1,18.6
451.1,18.9
451.1,19
451.1,19.2
451.1,19.3
451.1,19.4
451.1,19.7
451.1,20.2
451.2,19.2
451.2,18.3
451.2,18.5
451.2,18.8
451.3,18.5
451.3,19
451.3,19.1
451.4,18.6
451.4,19.2
451.4,18.2
451.4,18.8
451.4,19.5
451.4,20
451.4,18.4
451.4,19.6
451.5,18.2
451.5,19.1
451.5,18.9
451.5,19.4
451.5,17.7
451.5,20.2
451.5,19.7
451.5,18.7
451.6,18.4
451.6,18.6
451.6,19.1
451.6,18.3
451.6,18.5
451.6,18.8
451.6,19.3
451.6,19.8
451.6,19.6
451.7,18.6
451.7,18.8
451.7,19
451.7,19.3
451.7,19.8
451.7,20.3
451.7,18.7
451.7,19.4
451.7,19.6
451.9,18.8
451.9,18.6
451.9,18.9
451.9,19.1
452,18
452,18.4
452,18.5
452,19.6
452.1,18.2
452.1,18.5
452.1,18.9
452.2,19.1
452.2,18.9
452.2,19
452.3,19.2
450,19.3
450.05,18.7
450.05,18.8
450.07,18.3
450.07,18.5
450.07,18.6
450.26,18.2
450.33,19.1
450.35,18.8
450.35,18.7
450.35,19
450.35,18.1
450.47,18.8
450.47,18.9
450.59,18.7
450.59,18
450.73,19.2
450.75,19.3
450.82,19.3
451,18.9
451.11,19.2
451.16,19
451.16,18.3
451.16,18.9
451.17,19
451.17,18.2
451.17,19.2
451.23,19.1
451.23,19.3
451.29,19.5
451.29,18.9
451.33,18.2
451.33,18.3
451.33,19.1
451.33,19.3
451.35,18.9
451.38,18.9
451.38,19.7
451.38,18.9
451.39,19.4
451.39,19
451.4,18.9
451.4,18.8
451.41,19.1
451.41,19.4
451.44,18.8
451.52,19
451.52,18.4
451.53,19.1
451.58,18.8
451.58,19.5
451.6,19.2
451.6,19.5
451.6,19
451.6,18.7
451.69,18.1
451.69,18.8
451.76,19.1
451.76,19
451.76,19.5
451.76,19.2
451.76,18.6
451.77,19.8
451.77,18.9
451.77,19.1
451.77,19.4
451.88,19.3
451.88,19
451.88,19.1
451.88,19.4
451.88,19.6
451.88,19.7
451.88,18.6
451.88,19.2
451.94,18.5
451.96,19.1
451.96,18.8
452,17.8
452,19
452,19.5
452.05,18.7
452.05,19.5
452.1,17.9
452.1,17.6
452.12,19.1
452.12,19
452.13,19.1
452.14,17.5
452.2,18
452.25,19.1
452.43,17.2
452.45,18.9
452.45,19.2
452.5,16.9
452.5,17.7
452.5,18
452.52,17.7
452.55,19.7
452.65,18.8
452.65,18.6
452.65,18.4
452.67,16.6
452.67,17.7
452.67,17.5
452.67,17.9
452.71,16.1
452.8,18.9
452.8,18.8
452.81,17
452.81,17.6
452.86,17.9
452.86,18.3
452.9,18.9
452.9,19.3
452.9,18.5
452.9,18.8
452.9,18.4
452.91,18
453,17.9
453,19.7
453,18.8
453,18.3
453.1,19.4
453.1,19.1
453.1,18.7
453.3,19.1
453.3,19.3
453.3,18.9
453.5,18.3
453.5,18.5
453.7,18.8
304,19.2
304,19.9
304,19.1
304.6,19.3
304.6,19.2
305.2,19
305.2,18
305.2,20.1
305.8,18.2
305.8,17.7
305.8,19.5
305.8,17
305.8,19.6
306.4,19
307,18.9
307,19.9
307,19.4
307,18.1
308,19.4
309,18.2
310,18.7
451.8,19.2
452,19.4
452.11,18.7
452.15,19
452.23,19.5
452.3,18.6
452.34,18.8
452.41,18.5
452.45,18.7
452.45,19.6
452.49,19.4
452.49,19.3
452.52,19.8
452.56,19.3
452.56,19.2
452.6,19.1
452.6,19.8
452.6,19.7
452.64,19.1
452.68,19
452.71,18.8
452.81,18.7
452.81,19.2
452.85,18.6
452.85,18.4
452.89,19.4
453,19.4
453,19
453,18.7
453.05,18.3
453.05,19.3
453.05,19.8
453.1,18.6
453.1,19.1
453.15,19.2
453.15,18.9
453.2,19
453.2,18.8
453.2,19.1
453.25,18.2
453.31,18.1
453.31,18.8
453.36,18.4
453.41,18.2
453.41,18.7
453.51,19.1
453.87,19.1
453.93,19.5
453.98,19.3
453.98,19.6
454,19.3
454,19.1
245.7,20.4
245.8,22.2
245.9,21.6
245.9,19.2
245.9,19.6
246.38,19.4
246.45,20.7
246.65,21.1
246.73,19.6
246.75,18.8
246.82,19.6
246.9,21.3
246.97,19.4
247,20.7
247.05,19.4
247.18,21.6
247.2,20.1
247.2,19.5
247.24,19.7
247.3,19.5
247.3,21.6
247.3,21.3
247.3,19.1
247.4,18.7
247.42,18.8
247.49,20.3
247.52,18.8
247.54,20.8
247.55,19.1
247.56,18.8
247.6,20.5
247.6,20.7
247.66,20.6
247.66,18.8
247.71,19.6
247.71,20.5
247.75,18.6
247.77,19.7
247.8,18.5
247.83,18.2
247.88,19.7
247.88,20.2
247.91,18.6
247.91,19.1
247.94,20.4
248,19.8
248.02,19
248.3,18.5
248.31,18.5
248.31,18.6
248.4,18.6
248.42,18.6
248.57,18.5
248.65,18.5
248.72,18.6
248.9,18.8
249.37,18.1
249.38,19
249.67,19.1
249.79,19.2
250.01,18.5
250.08,18.9
250.22,17.9
250.29,18.8
250.36,18.8
250.38,17.8
250.4,18.8
250.42,17.8
250.44,18.2
250.45,17.8
250.5,17.6
250.52,17.6
250.54,17.4
250.57,18.5
250.66,18.6
250.68,18
250.7,17.9
250.72,17.8
250.75,17.5
250.77,18.7
250.82,17.9
250.9,17.8
250.9,18.7
250.97,18.5
251,19.1
251.08,18.6
251.12,18.9
251.13,18.6
251.15,19.2
251.2,18.7
251.2,19.5
251.25,19
251.28,19
251.32,18.9
251.32,19.4
251.38,18.8
251.42,18.8
251.44,18.3
251.54,17.9
251.55,18.3
251.62,19.9
251.9,19.3
432,17.8
432,17.96
432,18.33
432,18.46
432,18.4
432,17.62
442.98,19.59
442.98,19.14
442.98,19.49
442.98,19.43
442.98,19.13
442.98,20.23
442.98,19.58
442.98,19.03
443.9,19.09
443.9,18.39
443.9,18.68
443.9,19.58
443.9,18.55
443.9,18.18
443.9,18.48
443.9,19.97
443.9,18.89
443.97,20.25
443.97,19.53
443.97,20.04
443.97,19.72
443.97,19.54
443.97,19.23
443.97,20.06
443.97,18.78
443.97,19.21
444.04,18.59
444.04,20.95
444.04,19.13
444.04,19.03
444.04,18.5
444.04,19.91
444.04,20.68
444.04,19.88
444.18,18.94
444.18,20.36
444.18,19.92
444.18,19.82
444.18,19.35
444.18,20.12
444.18,18.86
444.18,19.53
444.18,19.26
444.18,19.41
445.47,18.64
445.47,18.57
445.47,18.41
445.47,19.53
445.47,17.39
445.47,18.5
445.47,18.42
445.47,18.93
445.47,19.12
447,17.05
447,18.1
447,18.17
447,17.33
447,17.73
447,17.4
447,19
447,18.51
447,18.67
447,18.19
447,18.28
447,19.3
447,18.44
447,19.43
447,17.72
449.29,17.59
449.29,18.16
449.29,17.8
449.29,17.93
449.29,18.19
453.18,17.66
459,18.24
459,18.34
459,17.99
459,18.86
459,17.41
459.72,18.14
459.72,18.37
459.72,17.79
459.72,18.7
459.72,18.38
459.72,18.25
459.72,18.05
465.89,18.22
465.89,17.66
465.89,17.3
465.89,18.28
465.89,17.73
465.89,18.36
465.89,17.25
465.89,18.08
465.89,17.44
467.91,17.63
467.91,18.34
467.91,18.14
467.91,17.65
467.91,17.61
467.91,17.2
467.91,17.46
467.91,17.44
467.91,17.21
467.91,18.4
471.9,16.78
471.9,17.27
471.9,17.16
471.9,17.29
471.9,17.43
471.9,16.57
471.9,17.58
471.9,17.15
471.9,18.01
471.9,16.66
474,16.87
474,16.79
474,16.48
474,16.73
474,16.36
474,16.86
474,16.83
474,17.19
474,17.1
474,15.71
474,16.56
474,15.83
474,16.06
474,15.84
474,16.82
477.04,17.28
477.04,16.95
477.04,17.29
477.04,16.68
477.04,16.38
477.04,15.8
477.04,16.82
477.04,17.25
477.04,16.53
479.61,16
479.61,16.03
479.61,16.44
479.61,16.06
479.61,16.28
484,14.94
484,15.83
484,15.46
484,16.05
484,15.08
484,15.71
484,15.86
484,15.96
484,15.27
485,15.28
485,15.13
485,15.33
485,14.88
485,15.63
485,15.78
202.04,20.39
202.75,19.99
203.46,19.86
204.17,19.99
204.88,20.19
205.59,19.99
205.59,20.02
206.3,19.74
207.01,19.68
207.72,19.77
209.46,20.01
209.46,19.96
209.7,20.76
209.94,19.26
210.18,20.23
210.42,19.83
210.66,19.06
210.89,19.87
211.13,20.05
211.37,20.46
211.61,19.24
211.85,19.89
212.09,19.11
212.33,20.42
212.57,19
212.81,20.55
213.05,19.83
213.28,18.56
213.52,18.29
214,19.25
214.96,19
216.19,20.14
217.42,19.99
221.87,20.66
226,20.56
227,19.81
228.53,20.69
228.71,19.05
229.07,19.31
231.05,18.95
232.31,19.16
233.57,20.11
234.29,20.06
235.01,20.06
235.19,20.09
235.25,20.07
235.91,19.96
236,20.25
236.45,19.91
237,20.44
237,20.36
237.3,19.18
237.6,19.22
237.9,20.35
238.2,19.42
238.5,19.52
238.8,18.91
239.44,20
239.79,19.41
240.13,18.33
240.82,18.31
241.5,19.73
241.5,18.37
241.8,19.3
242.12,20.13
242.12,19.4
242.74,18.42
243,18.51
243.5,17.99
244.4,19.11
244.6,19.32
244.75,19.61
244.9,19.41
245.3,19.29
245.65,19.13
246,19.3
246.5,18.96
246.6,19.22
246.65,18.65
246.7,19.27
247.3,17.13
247.8,17.46
421,17.96
421.2,17.87
421.3,18.24
421.5,18.17
421.7,18.51
421.8,19.04
422.2,18.86
422.4,18.21
422.8,18.48
422.8,18.07
423.2,18.7
423.5,18.56
423.6,18.75
423.8,18.24
424.1,18.57
424.6,17.76
424.65,18.75
424.7,17.9
424.75,17.62
424.9,17.67
424.95,17.02
425,18.14
425.05,18.26
425.07,18.17
425.1,17.93
425.1,16.72
425.4,18.29
425.5,17.65
425.7,17.06
425.7,18.54
425.8,18.79
425.9,18.29
426.2,18.88
426.2,18.68
426.5,18.01
426.7,19.12
427.2,19.03
427.3,19.07
427.5,18.31
427.5,18.71
427.53,19.34
427.7,18.66
427.8,18.95
427.8,19.12
428.1,19.3
428.5,20.47
428.7,19.72
428.85,19.79
429.1,18.93
429.2,19.07
429.4,18.72
429.6,19.12
429.8,19.72
429.8,18.5
430,19.23
430,18.44
430.05,19.35
430.35,19.41
430.4,19.09
430.6,18.62
430.7,19.08
430.8,18.9
430.9,19.77
431,19.06
431.1,19.68
431.2,19.15
431.2,18.77
431.5,19.52
431.5,18.82
431.6,20.26
431.8,20.01
431.9,20.15
432,19.99
432.1,20.11
432.2,20.15
432.2,19.97
432.4,20.04
432.4,19.87
432.45,19.84
432.48,19.74
432.49,19.79
432.5,18.84
432.52,18.23
432.54,17.76
432.56,17.79
432.58,17.73
432.63,19.1
432.78,19.42
433.19,18.96
433.3,17.58
433.4,18.51
433.4,17.67
433.48,18.89
433.59,19.39
433.6,18.94
433.7,18.96
433.71,18.71
433.8,18.67
433.92,18.5
434,18.88
434.11,18.53
434.3,18.19
434.5,18.77
434.5,17.88
434.68,18.7
435,18.06
435.1,18.6
435.1,18.64
435.1,18.46
435.25,18.75
435.5,18.69
435.5,18.28
435.61,18.71
436,18.01
436.1,18.39
436.2,18.38
436.35,18.07
436.4,18.38
436.45,18.73
436.45,18.28
436.5,17.54
436.65,18.27
436.8,18.77
436.9,18.36
437,17.54
437.1,18.38
437.5,18.56
437.5,18.01
437.6,19.15
438,18.45
438.2,17.7
438.4,17.87
438.5,18.52
438.7,18.25
438.9,18.61
439,19.07
439,18.08
439.1,19.71
439.2,18.54
439.45,18.18
440,18.51
440.5,18.82
440.8,18.76
441,18.45
441,18.28
441.1,18.85
441.2,18.43
441.6,19.44
442,19.35
442,19.51
442,18.28
442.4,19.01
442.7,18.99
443,19.66
443,18.56
443.2,19.15
443.3,18.81
443.5,19.49
443.5,18.66
443.8,20.09
350.16,18.2
350.48,19.2
350.7,20.1
350.83,17.85
350.89,20.71
350.89,19.65
350.98,20.6
351,18.2
351.46,20.73
351.46,20.1
351.49,20.28
351.49,20.82
351.53,20.85
351.53,19.33
351.55,20.88
351.59,21.62
351.63,19.22
351.63,20.39
351.72,20.59
351.72,20.1
351.87,19.66
351.87,20.4
352,20.5
352,20.85
352.01,19.5
352.06,18.41
352.1,18.06
352.1,18.4
352.1,18.44
352.54,18.54
352.65,19.2
352.65,18.6
352.65,19.8
352.69,21
352.84,18.13
352.84,18.19
352.94,18.81
352.94,19.01
353,18.86
445,23.3
444.7,22.4
444.4,23.6
444.1,20.8
443.8,22.6
480.22,16.1
482.42,16.3
152.55,18.9
152.55,20.1
152.55,20.4
152.55,20.6
152.55,19.8
152.55,19.9
152.55,20.3
152.55,22.8
152.55,20.7
152.55,20.2
152.55,19.7
152.55,22.6
152.55,20.5
152.55,21.7
152.55,21.9
152.55,22
152.55,21.5
152.55,21.3
152.55,22.1
152.55,21.1
152.55,21.6
153.87,19.5
153.87,20.3
153.87,19.7
153.87,22.3
153.87,20.2
153.87,20.8
175.84,17.51
175.84,18.91
175.84,19.14
181.31,19.09
181.31,20.67
181.31,19.48
181.31,20.27
181.31,20.94
181.31,19.59
181.31,20.31
181.31,20.62
181.31,20.41
181.31,19.12
181.31,18.38
181.31,20.7
182.41,18.43
182.41,18.96
182.95,17.96
182.95,17.32
183.5,19.89
183.5,19.79
183.5,20.24
185.84,22.36
185.84,21.14
185.84,22.51
187.6,19.84
187.6,20.58
187.6,20.92
188.18,19.85
196.96,19.91
200.27,20.65
200.27,20.78
200.27,21.17
200.27,21.14
165.73,18.8
165.81,19.6
166.28,19.1
167.8,19.7
0,22.3
0,23.2
0,22.7
0,23.3
0,22.6
0,22.2
0,19.6
0,19.4
0,21.5
0,21.4
0,22
0,22.8
0,23
302.15,18.9
303.23,15.6
342.38,16.7
163.48,20.6
165.57,18.8
165.57,19.6
165.57,20
169.13,19.7
169.13,20.3
169.49,18.7
169.49,18.8
169.49,19.1
69.04,20
69.04,20.2
69.04,20.4
74.91,21.4
74.91,21.6
78.12,19.2
82.32,21.2
82.32,21
82.32,20.4
82.32,20.9
82.94,21.3
85.93,20.9
88.2,19.7
91.9,18.4
91.9,20.1
93.07,17.2
94.85,19.5
94.85,19.3
99.57,18.6
99.57,19
99.57,20.8
100.6,19.1
102.6,18.3
103.6,19.7
106.1,20.4
106.1,20.3
106.1,19.7
108.3,20.1
109.9,19.7
111.3,20.4
113.32,19.8
115.38,20.1
115.38,20.7
116.83,20.4
116.83,20.5
118.27,19.7
120.85,21.8
121.36,20.9
121.57,20.9
129.01,20.3
131.9,19.8
132.79,21.2
133.23,20.8
133.67,21.1
135.51,20.7
135.51,20.5
136.46,21.3
136.93,21.6
139.3,20.1
139.3,20
139.3,20.2
139.3,20.9
139.3,19.2
139.3,20.8
139.3,19.3
139.3,20.5
140.25,22
140.25,20.93
141.34,21.2
141.34,19.43
241.5,19.4
0,22.4
0,22.5
0,20.9
0,21.6
0,22.1
0,22.9
0,23.1
0,23.5
0,21.9
0,21.7
145.01,20
145.01,21.1
150.2,20.8
152.2,20
157.95,20.5
158.52,20.6
158.61,21.2
159.91,21.4
159.99,20.5
165.12,20
166.34,18.7
166.34,18.8
167.06,19.4
168.2,19.7
169.18,19.9
169.76,20.5
157.3,19.7
158.93,19.7
162.48,20.4
162.48,20.9
163.5,20.5
164.3,19.5
164.51,18.9
165.02,19.2
165.3,19.1
166.09,19.8
166.09,19
166.1,20.2
166.53,19.1
166.53,20.7
167.12,20.2
167.38,19.6
157.95,19.7
158.52,18.5
160.64,20.4
160.64,20.6
160.89,20.9
161.13,19.1
164.02,18.9
164.02,19.5
164.02,20.8
164.48,19.2
164.48,19.8
164.71,19.1
165.12,18.8
165.75,19.6
166.1,19
166.1,19.6
166.12,19.1
166.34,19.1
166.34,20.3
166.34,21.3
166.34,22.3
166.62,20.2
166.9,19.9
166.9,20.3
166.9,20.4
166.9,20.6
167.22,19.6
167.46,19.7
167.66,18.7
167.66,20.5
168.3,20.1
170.3,18.7
492.6,15.41
492.7,14.81
492.8,14.35
493.2,14.25
493.4,14.55
493.5,14.22
493.6,14.93
493.6,14.45
493.7,14.74
493.7,14.15
493.7,15.23
493.8,13.25
493.8,14.76
494,14.64
494,13.36
494.04,14.85
494.1,14.24
494.3,13.38
494.42,12.98
494.5,13.5
494.55,13.35
494.6,12.75
494.65,13.74
494.7,14.34
494.73,14.23
494.84,13.95
494.9,14.77
495,14
495,14.85
495.2,13.8
495.5,14.3
495.5,14.48
495.71,14.23
495.71,14.4
495.8,14.7
495.84,14.55
496.1,14.29
496.3,15.04
496.4,15.08
496.51,15.55
496.7,16.4
497,15.17
497,15.04
497.5,15.08
497.5,14.7
498,14.94
169.94,-1.31
169.94,-1.71
169.94,-1.23
169.94,-2
169.94,-2.71
170.15,-1.85
170.15,-1.76
170.15,-1.64
170.15,-1.46
170.15,-0.93
170.15,-1.43
170.15,-1.71
170.52,-0.8
170.52,-1.6
170.52,-1.65
170.52,-2.04
170.52,-2.46
170.52,-1.29
170.52,-1.45
170.52,-1.7
170.52,-1.75
170.52,-1.62
170.52,-2.37
170.94,-0.9
170.94,-1.19
170.94,-1
170.94,-1.36
170.94,-2.47
170.94,-1.03
170.94,-1.66
171.37,-1.59
171.37,-1.19
171.79,-2.31
171.79,-2.81
171.79,-2.9
171.79,-2.14
171.79,-1.74
171.79,-1.89
171.79,-2.21
171.79,-2.25
171.79,-0.22
172.93,-1.31
172.93,-1.72
173.46,-0.75
173.46,-1.46
173.46,-0.72
173.46,-0.64
173.46,-0.91
173.46,-0.71
173.46,-0.89
173.46,-0.94
173.46,-1.25
173.46,-1.87
173.46,-0.97
173.88,-1.91
174.39,-2
174.39,-0.53
169.53,-0.49
169.54,-0.69
169.54,-0.85
169.56,-0.02
169.56,-0.79
169.56,-0.36
169.57,-0.51
169.57,-0.42
169.57,-0.49
169.58,-0.49
169.61,-0.33
169.61,-0.14
169.66,-0.25
169.72,-0.19
169.74,-0.14
169.75,-0.25
169.8,-0.43
169.81,-0.23
169.81,-0.52
169.82,-0.94
169.83,-0.28
169.83,-0.43
169.85,-0.12
169.9,-0.39
169.9,-0.52
169.91,-0.58
169.94,-0.44
169.97,-0.37
170,-0.53
170.15,-0.46
170.22,-0.52
170.4,-0.52
170.49,-0.64
170.63,-0.39
182.21,-0.66
182.27,-0.68
182.3,-0.59
182.33,-0.44
182.34,-0.55
182.41,-0.72
182.41,-0.79
182.48,-0.79
182.5,-0.52
182.55,-0.26
182.56,-0.22
182.57,-0.19
182.64,-0.37
182.84,-0.41
183.03,-0.41
183.26,0.32
183.5,0.12
183.66,-0.61
183.79,-0.19
184.01,-0.34
184.16,-0.42
184.32,-0.2
184.74,-0.33
185.12,-0.2
185.14,-0.43
185.14,-0.59
